date,nav,running_max,drawdown
2026-01-09,2.2913519896904075,2.2939318923179277,-0.0011246640042626987
2026-01-12,2.3735498040043432,2.3735498040043432,0.0
2026-01-13,2.1853509860094884,2.3735498040043432,-0.07929002276562735
2026-01-14,2.1347567199868793,2.3735498040043432,-0.10060588727255837
2026-01-15,2.085365819555729,2.3735498040043432,-0.12141476195798706
2026-01-16,2.0671775932346192,2.3735498040043432,-0.12907764153625634
2026-01-19,2.0915621863898606,2.3735498040043432,-0.11880417134654175
2026-01-20,2.015996648695102,2.3735498040043432,-0.15064067950292181
2026-01-21,2.017307983265408,2.3735498040043432,-0.15008820128312905
2026-01-22,2.093056097379203,2.3735498040043432,-0.1181747718762538
2026-01-23,2.2280838878764877,2.3735498040043432,-0.0612862287037097
2026-01-26,2.2258580298466413,2.3735498040043432,-0.06222400469901057
2026-01-27,2.306787361339009,2.3735498040043432,-0.028127677183222177
2026-01-28,2.252317704962638,2.3735498040043432,-0.051076281962644354
2026-01-29,2.336018592946928,2.3735498040043432,-0.01581227029409593
2026-01-30,2.306548865337506,2.3735498040043432,-0.028228157906694085
2026-02-02,2.335309544691484,2.3735498040043432,-0.01611099933456006
2026-02-03,2.4237815562884437,2.4237815562884437,0.0
2026-02-04,2.3476220706000372,2.4237815562884437,-0.03142176137565389
2026-02-05,2.2839573049667496,2.4237815562884437,-0.057688470711778184
2026-02-06,2.2833566937970122,2.4237815562884437,-0.057936269927916006
2026-02-09,2.3807625472181586,2.4237815562884437,-0.01774871541483325
2026-02-10,2.5111418198723996,2.5111418198723996,0.0
2026-02-11,2.42123099009933,2.5111418198723996,-0.0358047598353638
2026-02-12,2.5053995283718793,2.5111418198723996,-0.0022867252877067923
2026-02-13,2.481459813712717,2.5111418198723996,-0.011820123389602477
2026-02-24,2.438962234220515,2.5111418198723996,-0.02874373127024432
2026-02-25,2.475826527804931,2.5111418198723996,-0.014063439901320751
2026-02-26,2.5412929477662973,2.5412929477662973,0.0
2026-02-27,2.500202199422374,2.5412929477662973,-0.01616922928151221
2026-03-02,2.5549082740407263,2.5549082740407263,0.0
2026-03-03,2.439518892076353,2.5549082740407263,-0.045163806128303285
2026-03-04,2.4294036962794503,2.5549082740407263,-0.04912292900550341
2026-03-05,2.470646969829896,2.5549082740407263,-0.03298016804241921
2026-03-06,2.4311968820859917,2.5549082740407263,-0.048421069833195385
2026-03-09,2.43702473595725,2.5549082740407263,-0.04614002752319446
2026-03-10,2.476026527249519,2.5549082740407263,-0.030874590525495238
2026-03-11,2.427759558917991,2.5549082740407263,-0.04976645009710767
2026-03-12,2.4287660640667292,2.5549082740407263,-0.049372500475132974
2026-03-13,2.362847578533298,2.5549082740407263,-0.07517322537911464
2026-03-16,2.3406011375882296,2.5549082740407263,-0.08388055987370469
2026-03-17,2.310443359777552,2.5549082740407263,-0.09568441918133508
2026-03-18,2.390493498113729,2.5549082740407263,-0.06435251613435278
2026-03-19,2.429962663543373,2.5549082740407263,-0.04890414727090975
2026-03-20,2.377429760260256,2.5549082740407263,-0.06946570864549217
2026-03-23,2.368257348575902,2.5549082740407263,-0.07305582253629228
2026-03-24,2.355610538526263,2.5549082740407263,-0.07800582805239542
2026-03-25,2.4007777172749747,2.5549082740407263,-0.06032723692345543
2026-03-26,2.3539428273109264,2.5549082740407263,-0.07865857603254078
2026-03-27,2.3424078247381783,2.5549082740407263,-0.08317341622854701
2026-03-30,2.333374388988436,2.5549082740407263,-0.08670913445433492
2026-03-31,2.305579202066152,2.5549082740407263,-0.09758826745675953
2026-04-01,2.357556201610823,2.5549082740407263,-0.07724428874222566
2026-04-02,2.2982134775317467,2.5549082740407263,-0.10047123770240207
2026-04-03,2.3083587207583802,2.5549082740407263,-0.09650035415651714
2026-04-07,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-08,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-09,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-10,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-13,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-14,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-15,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-16,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-17,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-20,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-21,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-22,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-23,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-24,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-27,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-28,2.2865463088451836,2.5549082740407263,-0.10503780817583463
2026-04-29,2.2842620467983856,2.5549082740407263,-0.10593187629953504
2026-04-30,2.2974440819905535,2.5549082740407263,-0.1007723817978714
2026-05-06,2.6050045196252047,2.6050045196252047,0.0
2026-05-07,2.7830180229319903,2.7830180229319903,0.0
2026-05-08,3.074791704640357,3.074791704640357,0.0
2026-05-11,3.0051742645663904,3.074791704640357,-0.02264135159754166
2026-05-12,2.9766006039297292,3.074791704640357,-0.03193422844300042
2026-05-13,3.102160212242669,3.102160212242669,0.0
2026-05-14,3.2926656857450407,3.2926656857450407,0.0
2026-05-15,3.2931744942761196,3.2931744942761196,0.0
2026-05-18,3.205094601587738,3.2931744942761196,-0.02674619666873812
2026-05-19,3.269817912524569,3.2931744942761196,-0.007092421550132455
2026-05-20,3.3057420359870484,3.3057420359870484,0.0
2026-05-21,3.234559919538829,3.3057420359870484,-0.02153287088747846
2026-05-22,3.3152227254330193,3.3152227254330193,0.0
2026-05-25,3.304397939358853,3.3152227254330193,-0.003265176119577995
2026-05-26,3.1434265059675663,3.3152227254330193,-0.05182041560812889
2026-05-27,3.0435156496894846,3.3152227254330193,-0.08195741229061637
2026-05-28,3.2250371723119207,3.3152227254330193,-0.027203467335462084
2026-05-29,3.0443310283679987,3.3152227254330193,-0.08171146239643312
2026-06-01,2.9579307086779005,3.3152227254330193,-0.10777315623898265
2026-06-02,2.980794755294401,3.3152227254330193,-0.10087647130704824
2026-06-03,3.093609551758266,3.3152227254330193,-0.06684714483121412
2026-06-04,3.212089809956917,3.3152227254330193,-0.03110889494238478
2026-06-05,3.1589912999269707,3.3152227254330193,-0.047125468918726265
2026-06-08,2.9415048251644373,3.3152227254330193,-0.11272784099890865
2026-06-09,3.081655900149439,3.3152227254330193,-0.07045283066255315
2026-06-10,2.899435104337384,3.3152227254330193,-0.12541770358470472
2026-06-11,2.8672150700151127,3.3152227254330193,-0.13513651797237547
2026-06-12,2.9031824293740707,3.3152227254330193,-0.12428736473659696
2026-06-15,3.1238573563066305,3.3152227254330193,-0.05772323158209336
2026-06-16,3.1206754918653203,3.3152227254330193,-0.05868300554144157
