trade_id,status,symbol,buy_date,sell_date,holding_days,buy_shares,sell_shares,sell_count,buy_price,average_sell_price,buy_value,sell_value,gross_pnl,cost,net_pnl,net_pnl_display,net_return_pct,exit_reasons
143,open_marked,002902,2026-05-26,2026-06-16,21,2300.0,2300.0,1,36.06,36.38,82938.0,83674.0,736.0,166.61200000000002,569.388,569.388,0.006858366259364596,open_mark_to_market
144,closed,002491,2026-05-27,2026-05-29,2,25400.0,25400.0,1,21.61,23.93,548894.0,607822.0,58928.0,1156.716,57771.284,57771.284,0.1051452018596859,take_profit_8
145,closed,002929,2026-05-29,2026-06-03,5,7700.0,7700.0,1,78.0,68.38,600600.0,526526.0,-74074.0,1127.1260000000002,-75201.126,-75201.126,-0.1250849150849151,break_bbi
146,closed,300042,2026-05-29,2026-06-04,6,100.0,100.0,1,62.42,67.43,6242.0,6743.000000000001,501.0000000000009,12.985000000000001,488.0150000000009,488.0150000000009,0.07810436919696787,take_profit_8
147,closed,300323,2026-06-03,2026-06-04,1,33900.0,33900.0,1,15.49,18.02,525111.0,610878.0,85767.0,1135.989,84631.011,84631.011,0.16100684338256965,take_profit_8
148,closed,002693,2026-06-04,2026-06-08,4,7100.0,7100.0,2,9.33,9.13887323943662,66243.0,64886.0,-1357.0,131.129,-1488.129,-1488.129,-0.02244225590088549,break_bbi
149,closed,300739,2026-06-04,2026-06-09,5,12000.0,12000.0,2,29.73,27.493083333333335,356760.0,329917.0,-26843.0,686.677,-27529.677,-27529.677,-0.07708872862757828,break_bbi
150,closed,300503,2026-06-05,2026-06-08,3,8900.0,8900.0,1,75.01,87.01,667589.0,774389.0,106800.0,1441.978,105358.022,105358.022,0.15766102981140975,take_profit_8
151,closed,002706,2026-06-08,2026-06-11,3,30500.0,30500.0,2,12.27,11.542327868852459,374235.0,352041.0,-22194.0,726.2760000000001,-22920.276,-22920.276,-0.0611844926887614,break_bbi
152,open_marked,000811,2026-06-08,2026-06-16,8,16800.0,16800.0,2,29.6,32.24095238095238,497280.0,541648.0,44368.0,1038.928,43329.072,43329.072,0.08704509775938347,take_profit_8 / open_mark_to_market
153,closed,300959,2026-06-10,2026-06-15,5,2200.0,2200.0,1,168.5,182.0,370700.0,400400.0,29700.0,771.1,28928.899999999998,28928.899999999998,0.07796061505260317,take_profit_8
154,open_marked,600172,2026-06-10,2026-06-16,6,56100.0,56100.0,1,12.75,12.9,715275.0,723690.0,8415.0,1438.9650000000001,6976.035,6976.035,0.009743197978492095,open_mark_to_market
155,open_marked,300179,2026-06-16,2026-06-16,0,14300.0,14300.0,1,43.01,44.14,615043.0,631202.0,16159.0,1246.245,14912.755000000001,14912.755000000001,0.024222464352666635,open_mark_to_market
